gene_name	gene_id	genome_id	start	stop	strand
K03406	NZ_JAKNQQ010000005.1_133	NZ_JAKNQQ010000005.1	148686	150590	1
K04061	RFHJ01000172.1_4	RFHJ01000172.1	2933	3247	1
K03413	NZ_JALIRM010000001.1_429	NZ_JALIRM010000001.1	434558	434920	1
K03412	JAEZOA010000041.1_12	JAEZOA010000041.1	9696	10760	-1
K03406	NZ_NETJ01000003.1_528	NZ_NETJ01000003.1	594111	595811	1
K04061	CAJXSL010000006.1_252	CAJXSL010000006.1	289293	289565	1
K03413	NZ_CP044222.1_518	NZ_CP044222.1	554050	554406	1
K03412	JAKAXS010000038.1_11	JAKAXS010000038.1	9489	10514	1
K03406	ONLM01000188.1_3	ONLM01000188.1	1595	3844	1
K04061	NZ_AUHJ01000002.1_186	NZ_AUHJ01000002.1	196306	196590	1
K03413	JAEZGT010000326.1_6	JAEZGT010000326.1	5901	6275	-1
K03412	NZ_JAFBDO010000002.1_458	NZ_JAFBDO010000002.1	454835	455899	-1
K03406	NZ_JACHXQ010000001.1_373	NZ_JACHXQ010000001.1	399472	401352	-1
K04061	NZ_LPVZ01000018.1_30	NZ_LPVZ01000018.1	29307	29723	-1
K03413	NZ_JAAN01000021.1_23	NZ_JAAN01000021.1	24729	25109	-1
K03412	CAIVVZ010000322.1_22	CAIVVZ010000322.1	20503	21576	-1
K03406	NZ_PDWN01000009.1_5	NZ_PDWN01000009.1	3930	6182	-1
K04061	NZ_JZJL01000044.1_28	NZ_JZJL01000044.1	33156	33491	1
K03413	DGIP01000130.1_3	DGIP01000130.1	1181	1561	-1
K03412	CAJURQ010000027.1_14	CAJURQ010000027.1	13368	14513	-1
K03406	NZ_KV917376.1_1378	NZ_KV917376.1	1510223	1511923	1
K04061	NZ_CP036524.1_3437	NZ_CP036524.1	3664898	3665251	-1
K03413	QIKU01000249.1_2	QIKU01000249.1	1704	2066	-1
K03412	CAJUKA010000002.1_160	CAJUKA010000002.1	160569	161678	1
K03406	NZ_CP035042.1_2906	NZ_CP035042.1	2941915	2943738	-1
K04061	NZ_KV917378.1_837	NZ_KV917378.1	866857	867156	-1
K03413	NVVB01000073.1_16	NVVB01000073.1	23346	23711	1
K03412	NZ_SNUB01000009.1_67	NZ_SNUB01000009.1	72011	73147	-1
K03406	NZ_RFLW01000002.1_667	NZ_RFLW01000002.1	734214	736061	-1
K04061	CAIQVH010000033.1_78	CAIQVH010000033.1	58420	58728	-1
K03413	JAAYGJ010000064.1_3	JAAYGJ010000064.1	1074	1460	1
K03412	NZ_LT727828.1_2002	NZ_LT727828.1	2002552	2003619	-1
K03406	NZ_MAIQ01000001.1_226	NZ_MAIQ01000001.1	231840	233606	-1
K04061	NZ_CABPSC010000022.1_42	NZ_CABPSC010000022.1	40166	40555	-1
K03413	LXWE01000001.1_220	LXWE01000001.1	270364	270735	-1
K03412	CAJXKF010000007.1_22	CAJXKF010000007.1	24361	25404	1
K03406	MGWR01000041.1_7	MGWR01000041.1	6510	8135	1
K04061	JAFDEF010000006.1_49	JAFDEF010000006.1	53514	53792	-1
K03413	JACPFW010000001.1_74	JACPFW010000001.1	72010	72384	1
K03412	JAJRUN010000143.1_20	JAJRUN010000143.1	18290	19354	1
K03406	JALNYK010000021.1_37	JALNYK010000021.1	38051	39676	-1
K04061	CAJTFW010000004.1_169	CAJTFW010000004.1	154858	155214	-1
K03413	CALXGI010000017.1_10	CALXGI010000017.1	7817	8182	1
K03412	NZ_LAQP01000013.1_181	NZ_LAQP01000013.1	189282	190739	1
K03406	NZ_RXFT01000008.1_47	NZ_RXFT01000008.1	44266	45981	1
K04061	NZ_JACIVL010000025.1_36	NZ_JACIVL010000025.1	30769	31062	1
K03413	SVNU01000072.1_5	SVNU01000072.1	8258	8617	1
K03412	NZ_WJBC01000017.1_47	NZ_WJBC01000017.1	47322	48353	1
K03406	NZ_WHVV01000027.1_10	NZ_WHVV01000027.1	5538	7274	1
K04061	CAIKXV010000082.1_2	CAIKXV010000082.1	765	1202	1
K03413	JADJCA010000030.1_214	JADJCA010000030.1	229056	229481	-1
K03412	JAGAYB010000166.1_9	JAGAYB010000166.1	7018	8241	-1
K03406	NZ_WIDL01000040.1_6	NZ_WIDL01000040.1	5528	7900	-1
K04061	NZ_CP022347.1_837	NZ_CP022347.1	833323	833595	-1
K03413	NZ_PDJL01000004.1_647	NZ_PDJL01000004.1	735444	735824	1
K03412	PDTB01000023.1_65	PDTB01000023.1	62559	63635	1
K03406	NZ_KB892867.1_180	NZ_KB892867.1	177958	179223	-1
K04061	SPDP01000001.1_2256	SPDP01000001.1	2412185	2412514	-1
K03413	NZ_JAMLJI010000001.1_753	NZ_JAMLJI010000001.1	799140	799505	-1
K03412	DKYP01000127.1_6	DKYP01000127.1	6255	7433	1
K03406	JAMLIS010000002.1_183	JAMLIS010000002.1	200506	201882	-1
K04061	NZ_NXLS01000003.1_73	NZ_NXLS01000003.1	70097	70381	1
K03413	NVTL01000001.1_78	NVTL01000001.1	90976	91368	1
K03412	CAMAXE010000011.1_15	CAMAXE010000011.1	13880	14968	-1
K03406	NZ_JAHBAH010000001.1_196	NZ_JAHBAH010000001.1	198693	201170	1
K04061	NZ_CP066126.1_3614	NZ_CP066126.1	4172793	4173134	-1
K03413	JANTFJ010000214.1_4	JANTFJ010000214.1	2379	2759	1
K03412	DIGJ01000026.1_86	DIGJ01000026.1	82682	83773	1
K03406	QFXI01000021.1_39	QFXI01000021.1	47256	48485	-1
K04061	CAIPBJ010000101.1_41	CAIPBJ010000101.1	34828	35139	-1
K03413	JADJQM010000001.1_24	JADJQM010000001.1	24219	24605	1
K03412	CAKAGD010000002.1_636	CAKAGD010000002.1	550266	551357	-1
K03406	DZAY01000019.1_32	DZAY01000019.1	30446	31882	-1
K04061	DDWZ01000022.1_15	DDWZ01000022.1	16285	16563	1
K03413	WGLU01000003.1_196	WGLU01000003.1	187493	187879	1
K03412	NZ_CP010945.1_2774	NZ_CP010945.1	3026267	3027397	1
K03406	SVFV01000005.1_63	SVFV01000005.1	58731	60470	1
K04061	NZ_FOAA01000010.1_33	NZ_FOAA01000010.1	36533	36898	1
K03413	JAJGRE010000001.1_316	JAJGRE010000001.1	324625	324987	-1
K03412	JAILKH010000040.1_2	JAILKH010000040.1	727	1962	1
K03406	PNKV01000004.1_72	PNKV01000004.1	87632	89791	1
K04061	NZ_NJGV01000002.1_155	NZ_NJGV01000002.1	159338	159682	-1
K03413	JAHIWM010000053.1_19	JAHIWM010000053.1	17261	17698	-1
K03412	NZ_CAJFDC010000024.1_143	NZ_CAJFDC010000024.1	143581	144720	1
K03406	JAHBZL010000077.1_4	JAHBZL010000077.1	2574	3932	1
K04061	NZ_CP040948.1_1425	NZ_CP040948.1	1490600	1490890	-1
K03413	JACKLN010000008.1_209	JACKLN010000008.1	233563	233961	-1
K03412	NZ_AJWX01000036.1_10	NZ_AJWX01000036.1	9128	10279	-1
K03406	NZ_AAWL01000002.1_48	NZ_AAWL01000002.1	52608	53456	1
K04061	CAITYM010000148.1_10	CAITYM010000148.1	10347	10622	-1
K03413	JHWZ01000004.1_121	JHWZ01000004.1	129576	129938	-1
K03412	JACIYB010000079.1_6	JACIYB010000079.1	5584	6678	1
K03406	SSSX01000381.1_3	SSSX01000381.1	1258	2463	-1
K04061	WFXC01000039.1_9	WFXC01000039.1	18055	18336	1
K03413	NZ_RJVI01000001.1_844	NZ_RJVI01000001.1	863687	864067	1
K03412	CAJTVY010000013.1_39	CAJTVY010000013.1	35681	36790	-1
K03406	JAHBZQ010000001.1_1736	JAHBZQ010000001.1	1990444	1991826	-1
K04061	KE159612.1_218	KE159612.1	237013	237366	1
K03413	NZ_JAGSOY010000007.1_41	NZ_JAGSOY010000007.1	57891	58298	-1
K03412	WGFB01000061.1_42	WGFB01000061.1	43306	44388	1
K03406	JAGUVT010000002.1_36	JAGUVT010000002.1	35647	37209	-1
K04061	NZ_CP027773.1_5088	NZ_CP027773.1	5495762	5496061	1
K03413	JAFGCY010000065.1_6	JAFGCY010000065.1	7660	8022	-1
K03412	NZ_JAAOLX010000005.1_75	NZ_JAAOLX010000005.1	77970	79052	-1
K03406	CAKVFO010000111.1_7	CAKVFO010000111.1	6321	8315	1
K04061	DXDO01000057.1_3	DXDO01000057.1	5352	5675	-1
K03413	JAIOSF010000021.1_99	JAIOSF010000021.1	89198	89566	1
K03412	NZ_JAKRNT010000001.1_381	NZ_JAKRNT010000001.1	365451	366584	1
K03406	NC_008576.1_3725	NC_008576.1	4485525	4488308	-1
K04061	JAFDDT010000002.1_30	JAFDDT010000002.1	26195	26473	-1
K03413	LBMP01000001.1_1051	LBMP01000001.1	1168376	1168768	1
K03412	NZ_LT707408.1_1249	NZ_LT707408.1	1329444	1330526	1
K03406	NZ_AZUC01000060.1_75	NZ_AZUC01000060.1	86778	88250	1
K04061	JAGWWC010000080.1_4	JAGWWC010000080.1	4650	4946	1
K03413	NZ_AUMO01000076.1_26	NZ_AUMO01000076.1	27189	27587	-1
K03412	NZ_FOHN01000001.1_99	NZ_FOHN01000001.1	106960	108063	1
K03406	JAHAEW010000139.1_3	JAHAEW010000139.1	1225	3375	1
K04061	NZ_JAIBKA010000006.1_87	NZ_JAIBKA010000006.1	93180	93446	1
K03413	JAHHTW010000010.1_2	JAHHTW010000010.1	686	1045	1
K03412	JACREF010000019.1_115	JACREF010000019.1	130012	131049	-1
K03406	NZ_MJEH01000006.1_70	NZ_MJEH01000006.1	68208	70196	-1
K04061	CAISDR010000595.1_5	CAISDR010000595.1	2248	2619	-1
K03413	CAJQOL010000098.1_32	CAJQOL010000098.1	38040	38414	-1
K03412	NZ_CP075175.1_357	NZ_CP075175.1	428341	429810	-1
K03406	NZ_BONQ01000056.1_16	NZ_BONQ01000056.1	13655	15256	1
K04061	NZ_CP026124.1_3558	NZ_CP026124.1	3961088	3961426	-1
K03413	CAJUOO010000007.1_45	CAJUOO010000007.1	46983	47345	1
K03412	JAFSWY010000080.1_10	JAFSWY010000080.1	7523	8722	-1
K03406	FXYJ02000006.1_163	FXYJ02000006.1	164475	165899	1
K04061	JADJPK010000009.1_90	JADJPK010000009.1	85971	86276	-1
K03413	NZ_CM001368.1_838	NZ_CM001368.1	949456	949839	1
K03412	NZ_VLKI01000005.1_195	NZ_VLKI01000005.1	200897	201997	1
K03406	DBQM01000054.1_2	DBQM01000054.1	1853	3955	-1
K04061	NZ_CP014839.1_3866	NZ_CP014839.1	4208866	4209213	-1
K03413	NZ_CP019434.1_1577	NZ_CP019434.1	1664263	1664673	-1
K03412	CALZBV010000174.1_2	CALZBV010000174.1	1399	2520	-1
K03406	NZ_JH584235.1_1562	NZ_JH584235.1	1665544	1667418	1
K04061	CAIPBT010000082.1_18	CAIPBT010000082.1	13704	14093	-1
K03413	NZ_VCQN01000001.1_1352	NZ_VCQN01000001.1	1289027	1289389	-1
K03412	CAJULS010000005.1_28	CAJULS010000005.1	27283	28353	-1
K03406	NZ_JAIEUJ010000001.1_88	NZ_JAIEUJ010000001.1	94110	96212	-1
K04061	NZ_FOVJ01000001.1_563	NZ_FOVJ01000001.1	608884	609198	1
K03413	JAKSRU010000173.1_6	JAKSRU010000173.1	4218	4580	1
K03412	NZ_AUHU01000005.1_330	NZ_AUHU01000005.1	381834	382904	1
K03406	NZ_PSNX01000002.1_270	NZ_PSNX01000002.1	301534	302889	-1
K04061	PAFJ01000002.1_10	PAFJ01000002.1	9129	9425	1
K03413	JAAYRM010000200.1_20	JAAYRM010000200.1	15636	15998	1
K03412	NZ_FOOX01000001.1_173	NZ_FOOX01000001.1	176396	177481	1
K03406	WRKG01000119.1_2	WRKG01000119.1	1207	3729	-1
K04061	NZ_BBQM01000015.1_147	NZ_BBQM01000015.1	173536	173847	-1
K03413	JALFXV010000113.1_22	JALFXV010000113.1	22007	22369	-1
K03412	JABURT010000081.1_13	JABURT010000081.1	12170	13267	1
K03406	NZ_JABAIM010000003.1_348	NZ_JABAIM010000003.1	356360	358006	-1
K04061	NZ_VVIW01000033.1_42	NZ_VVIW01000033.1	43412	43774	1
K03413	NZ_BADT01000104.1_17	NZ_BADT01000104.1	13922	14293	-1
K03412	OU461276.1_297	OU461276.1	310270	311439	-1
K03406	NZ_CP016449.1_725	NZ_CP016449.1	772479	774506	1
K04061	DORE01000243.1_2	DORE01000243.1	377	637	-1
K03413	CAJOHW010000007.1_19	CAJOHW010000007.1	16382	16747	1
K03412	SVGA01000014.1_71	SVGA01000014.1	82474	83544	1
K03406	NZ_LMFP01000028.1_1204	NZ_LMFP01000028.1	1387902	1389248	-1
K04061	CP060238.1_1054	CP060238.1	1102213	1102596	-1
K03413	QJZR01000010.1_106	QJZR01000010.1	121172	121561	-1
K03412	JAFLTE010000012.1_10	JAFLTE010000012.1	8226	9296	1
K03406	NVWY01000016.1_6	NVWY01000016.1	4074	6320	-1
K04061	WGBO01000011.1_57	WGBO01000011.1	50985	51272	1
K03413	NZ_BCWE01000009.1_80	NZ_BCWE01000009.1	83073	83444	-1
K03412	NZ_CDDF01000011.1_392	NZ_CDDF01000011.1	403897	405027	-1
K03406	JAIZVX010000121.1_4	JAIZVX010000121.1	2753	4114	1
K04061	SCSG01000003.1_44	SCSG01000003.1	42283	42612	-1
K03413	NZ_QGOK01000017.1_63	NZ_QGOK01000017.1	66396	66776	1
K03412	NZ_JRJU01000015.1_31	NZ_JRJU01000015.1	30398	31456	-1
K03406	DCIU01000139.1_3	DCIU01000139.1	1223	2572	1
K04061	NZ_BAUT01000004.1_101	NZ_BAUT01000004.1	91631	91930	1
K03413	JACPOZ010000056.1_20	JACPOZ010000056.1	16671	17051	-1
K03412	CAJWBQ010000044.1_2	CAJWBQ010000044.1	2268	3320	1
K03406	NZ_CM001377.1_1570	NZ_CM001377.1	1632963	1635041	-1
K04061	NZ_STGI01000003.1_232	NZ_STGI01000003.1	225628	225915	-1
K03413	NZ_KZ454938.1_1771	NZ_KZ454938.1	1723038	1723400	-1
K03412	NZ_FOMJ01000001.1_744	NZ_FOMJ01000001.1	784263	785351	-1
K03406	NZ_FSRM01000002.1_3108	NZ_FSRM01000002.1	3504609	3506705	-1
K04061	NZ_JACVOX010000001.1_556	NZ_JACVOX010000001.1	559128	559394	-1
K03413	WRAW01000007.1_34	WRAW01000007.1	30784	31149	1
K03412	JAHZFJ010000001.1_194	JAHZFJ010000001.1	220281	221384	1
K03406	NZ_JABBYJ010000001.1_1771	NZ_JABBYJ010000001.1	1840742	1843183	1
K04061	DONB01000093.1_7	DONB01000093.1	3646	3870	1
K03413	MEPW01000058.1_6	MEPW01000058.1	6220	6624	1
K03412	VTTJ01000005.1_117	VTTJ01000005.1	121281	122369	-1
K03406	NZ_JAMBPQ010000015.1_107	NZ_JAMBPQ010000015.1	115062	117680	1
K04061	NZ_VMDW02000152.1_2	NZ_VMDW02000152.1	1078	1437	-1
K03413	NZ_LR733844.1_1940	NZ_LR733844.1	2100979	2101368	-1
K03412	JAIKXA010000106.1_15	JAIKXA010000106.1	13472	14197	1
K03406	JACRIR010000217.1_12	JACRIR010000217.1	8302	10284	-1
K04061	NZ_JACYOX010000012.1_87	NZ_JACYOX010000012.1	88935	89231	-1
K03413	JAIKZF010000035.1_35	JAIKZF010000035.1	40281	40643	-1
K03412	NZ_CP048029.1_2862	NZ_CP048029.1	2876830	2877906	-1
K03406	JAFKGI010000056.1_37	JAFKGI010000056.1	39802	41802	1
K04061	DCVL01000029.1_13	DCVL01000029.1	18050	18328	1
K03413	NZ_CALPDF010000041.1_19	NZ_CALPDF010000041.1	18485	18847	1
K03412	JAAWGR010000001.1_77	JAAWGR010000001.1	87181	88248	1
K03406	NZ_JAAKGV010000021.1_99	NZ_JAAKGV010000021.1	112713	114701	1
K04061	NZ_JHYO01000010.1_131	NZ_JHYO01000010.1	137208	137561	1
K03413	NZ_QPEP01000007.1_87	NZ_QPEP01000007.1	89620	89994	1
K03412	NZ_JAIVLB010000001.1_147	NZ_JAIVLB010000001.1	137769	138842	-1
K03406	NZ_PVLQ01000031.1_74	NZ_PVLQ01000031.1	68214	69773	1
K04061	JACMLB010000280.1_19	JACMLB010000280.1	11847	12209	-1
K03413	NZ_OMPC01000009.1_149	NZ_OMPC01000009.1	158731	159111	-1
K03412	NC_007760.1_1423	NC_007760.1	1591388	1592476	1
K03406	NZ_CP010951.1_1112	NZ_CP010951.1	1150237	1152231	1
K04061	JALRKV010000057.1_8	JALRKV010000057.1	4108	4395	-1
K03413	NZ_PGCP01000019.1_32	NZ_PGCP01000019.1	34761	35132	1
K03412	NZ_JADEVE010000155.1_19	NZ_JADEVE010000155.1	16599	17660	-1
K03406	NZ_NEVJ01000003.1_334	NZ_NEVJ01000003.1	393561	396116	1
K04061	CAIVAH010000236.1_4	CAIVAH010000236.1	1667	1951	1
K03413	NZ_LMSP01000012.1_334	NZ_LMSP01000012.1	326911	327273	-1
K03412	NZ_MJID01000008.1_79	NZ_MJID01000008.1	74908	75984	1
K03406	JAGPES010000098.1_5	JAGPES010000098.1	4734	6755	-1
K04061	BQJE01000001.1_165	BQJE01000001.1	154922	155299	-1
K03413	NZ_JAATHJ010000002.1_75	NZ_JAATHJ010000002.1	81607	81969	-1
K03412	JAEWMB010000036.1_152	JAEWMB010000036.1	182323	183444	1
K03406	JAGIAI010000035.1_22	JAGIAI010000035.1	25006	27096	1
K04061	JAJZPY010000124.1_2	JAJZPY010000124.1	628	924	-1
K03413	NZ_NERD01000002.1_1406	NZ_NERD01000002.1	1562359	1562739	-1
K03412	NZ_JAGFVL010000064.1_38	NZ_JAGFVL010000064.1	34206	35255	1
K03406	NZ_CP048021.1_2010	NZ_CP048021.1	1999284	2001353	-1
K04061	WREK01000130.1_4	WREK01000130.1	1410	1727	-1
K03413	NC_016041.1_2198	NC_016041.1	2590845	2591228	-1
K03412	DYEU01000034.1_144	DYEU01000034.1	147318	148388	1
K03406	NZ_JAAIKB010000006.1_285	NZ_JAAIKB010000006.1	296036	297118	-1
K04061	JAJZQA010000187.1_4	JAJZQA010000187.1	1839	2132	1
K03413	NZ_KI911563.1_182	NZ_KI911563.1	193997	194359	1
K03412	JAJZCL010000036.1_3	JAJZCL010000036.1	2265	2849	1
K03406	JABSNM010000003.1_134	JABSNM010000003.1	157066	158358	-1
K04061	JADINH010000215.1_2	JADINH010000215.1	2535	2852	1
K03413	NZ_ATDK01000572.1_13	NZ_ATDK01000572.1	11427	11801	1
K03412	CAJTSP010000041.1_4	CAJTSP010000041.1	3062	4201	1
K03406	JAGRFO010000027.1_20	JAGRFO010000027.1	21244	21936	-1
K04061	JAGTRS010000023.1_16	JAGTRS010000023.1	16268	16558	1
K03413	NZ_LT906438.1_1521	NZ_LT906438.1	1588984	1589346	1
K03412	DUOD01000068.1_37	DUOD01000068.1	34850	35503	-1
K03406	JAGRQC010000001.1_88	JAGRQC010000001.1	89045	90478	-1
K04061	JAJXUO010000013.1_28	JAJXUO010000013.1	29205	29546	1
K03413	NZ_JZEF01000005.1_104	NZ_JZEF01000005.1	131488	131880	1
K03412	NZ_JAGGLI010000001.1_208	NZ_JAGGLI010000001.1	211398	212483	1
K03406	JAGHUN010000062.1_12	JAGHUN010000062.1	10337	11683	-1
K04061	NZ_AP019536.1_471	NZ_AP019536.1	516811	517113	-1
K03413	NZ_LJRO01000206.1_39	NZ_LJRO01000206.1	41994	42368	-1
K03412	DNNV01000277.1_3	DNNV01000277.1	4397	5464	1
K03406	NZ_SDQE01000001.1_881	NZ_SDQE01000001.1	889165	891654	-1
K04061	NZ_JACVOU010000004.1_130	NZ_JACVOU010000004.1	121930	122214	1
K03413	NZ_CP023317.1_4015	NZ_CP023317.1	3952707	3953069	-1
K03412	CAJUSH010000013.1_48	CAJUSH010000013.1	52117	53229	1
K03406	NZ_AULP01000007.1_84	NZ_AULP01000007.1	99597	101885	1
K04061	JAABUB010000161.1_1	JAABUB010000161.1	354	638	-1
K03413	NZ_CP060632.1_1422	NZ_CP060632.1	1578375	1578737	-1
K03412	SCRA01000070.1_7	SCRA01000070.1	5559	6701	1
K03406	DQIG01000020.1_10	DQIG01000020.1	12056	14320	-1
K04061	JAJZUP010000001.1_185	JAJZUP010000001.1	181468	181758	1
K03413	NZ_CP025624.1_4505	NZ_CP025624.1	5063216	5063590	-1
K03412	NZ_QAIG01000012.1_145	NZ_QAIG01000012.1	158981	160096	1
K03406	NZ_PYAV01000001.1_31	NZ_PYAV01000001.1	31852	33819	-1
K04061	DSAQ01000164.1_23	DSAQ01000164.1	18700	18996	-1
K03413	NZ_JAMOHM010000002.1_193	NZ_JAMOHM010000002.1	207782	208156	-1
K03412	JAFLSY010000008.1_19	JAFLSY010000008.1	16893	17966	-1
K03406	NZ_JAATOV010000003.1_649	NZ_JAATOV010000003.1	701481	703193	1
K04061	CAILVY010000304.1_14	CAILVY010000304.1	12675	12971	1
K03413	NZ_CP011503.1_1358	NZ_CP011503.1	1508074	1508451	1
K03412	JAIERF010000055.1_2	JAIERF010000055.1	1422	2510	1
K03406	DUPK01000067.1_15	DUPK01000067.1	10935	13016	-1
K04061	CAJQTY010000002.1_519	CAJQTY010000002.1	550546	550872	1
K03413	CAIMZI010000115.1_15	CAIMZI010000115.1	17541	17930	1
K03412	JAAYBT010000012.1_15	JAAYBT010000012.1	13136	14206	1
K03406	NZ_CP043473.1_692	NZ_CP043473.1	802841	804169	-1
K04061	NZ_CP021111.1_1544	NZ_CP021111.1	1742009	1742329	1
K03413	NZ_JTAN02000010.1_18	NZ_JTAN02000010.1	16569	16946	1
K03412	CALWRF010000001.1_83	CALWRF010000001.1	83899	84945	-1
K03406	NZ_CP007031.1_1248	NZ_CP007031.1	1401016	1402107	-1
K04061	JAJXTH010000046.1_4	JAJXTH010000046.1	3014	3304	-1
K03413	NZ_CADIJR010000086.1_2	NZ_CADIJR010000086.1	497	877	-1
K03412	RFGJ01000215.1_16	RFGJ01000215.1	11205	12335	-1
K03406	JAFUQM010000026.1_37	JAFUQM010000026.1	39297	40619	-1
K04061	NC_020516.1_1385	NC_020516.1	1578867	1579190	-1
K03413	NZ_JSZE01000160.1_3	NZ_JSZE01000160.1	2253	2645	-1
K03412	NC_017455.1_1900	NC_017455.1	2067894	2068904	1
K03406	JAGDMU010000013.1_10	JAGDMU010000013.1	11749	13197	-1
K04061	DUSK01000153.1_2	DUSK01000153.1	180	476	-1
K03413	FR880847.1_32	FR880847.1	28308	28670	-1
K03412	JAEZUM010000079.1_22	JAEZUM010000079.1	18989	20128	1
K03406	SKIB01000021.1_1	SKIB01000021.1	113	1735	-1
K04061	NZ_FMUJ01000002.1_419	NZ_FMUJ01000002.1	432373	432699	1
K03413	NATV01000048.1_3	NATV01000048.1	1573	1968	1
K03412	DMCJ01000071.1_4	DMCJ01000071.1	3166	4254	-1
K03406	NZ_BCUU01000036.1_3	NZ_BCUU01000036.1	1886	3436	1
K04061	JALRFN010000294.1_4	JALRFN010000294.1	1004	1297	-1
K03413	CAILZB010000058.1_64	CAILZB010000058.1	62614	63000	-1
K03412	JAJXXM010000005.1_1	JAJXXM010000005.1	2	748	1
K03406	NZ_BCUU01000087.1_2	NZ_BCUU01000087.1	603	2894	1
K04061	NZ_PIPM01000002.1_217	NZ_PIPM01000002.1	249951	250268	-1
K03413	NZ_CP015225.1_2605	NZ_CP015225.1	3030664	3031035	-1
K03412	FP929140.1_1504	FP929140.1	1846232	1847395	1
K03406	JAGKTQ010000028.1_22	JAGKTQ010000028.1	23082	24809	1
K04061	SPJV01000081.1_4	SPJV01000081.1	1850	2200	1
K03413	CABIWJ010000004.1_122	CABIWJ010000004.1	139094	139456	1
K03412	CAAGQC010000059.1_12	CAAGQC010000059.1	8479	9561	-1
K03406	NZ_CP045644.1_6501	NZ_CP045644.1	7091435	7093000	-1
K04061	JAETSR010000009.1_3	JAETSR010000009.1	1949	2335	-1
K03413	NZ_JACXXG010000005.1_157	NZ_JACXXG010000005.1	155860	156234	1
K03412	NZ_CP028922.1_1729	NZ_CP028922.1	1863441	1864820	1
K03406	JAJXTL010000124.1_9	JAJXTL010000124.1	7249	8874	1
K04061	NZ_QPKS01000002.1_91	NZ_QPKS01000002.1	89477	89764	-1
K03413	NC_014410.1_1436	NC_014410.1	1446919	1447278	-1
K03412	JAFZOW010000079.1_29	JAFZOW010000079.1	29436	30518	-1
K03406	JABDED010000164.1_2	JABDED010000164.1	2012	2983	1
K04061	VEQI01000102.1_8	VEQI01000102.1	4046	4342	-1
K03413	CP020815.1_2312	CP020815.1	2263021	2263380	-1
K03412	JAHDPQ010000079.1_19	JAHDPQ010000079.1	16583	17683	-1
K03406	JABSOX010000015.1_59	JABSOX010000015.1	61230	62135	-1
K04061	NZ_FCON02000023.1_11	NZ_FCON02000023.1	10906	11235	1
K03413	UQJF01000221.1_2	UQJF01000221.1	574	936	1
K03412	DLGF01000024.1_141	DLGF01000024.1	142390	143451	-1
K03406	JAKLLN010000037.1_10	JAKLLN010000037.1	8886	10085	1
K04061	DIYC01000099.1_8	DIYC01000099.1	5565	5903	1
K03413	NZ_BCVE01000002.1_136	NZ_BCVE01000002.1	139921	140283	-1
K03412	NZ_JAHLQM010000019.1_38	NZ_JAHLQM010000019.1	35188	36261	1
K03406	CAJTQJ010000008.1_4	CAJTQJ010000008.1	6990	8828	-1
K04061	NZ_PZJP01000008.1_133	NZ_PZJP01000008.1	150832	151113	1
K03413	CAJTFE010000009.1_103	CAJTFE010000009.1	108736	109095	-1
K03412	JAHIWM010000049.1_2	JAHIWM010000049.1	1930	3126	1
K03406	CAKUWY010000008.1_60	CAKUWY010000008.1	61371	62945	-1
K04061	JAJFJU010000015.1_262	JAJFJU010000015.1	275937	276236	1
K03413	NZ_FMJG01000020.1_154	NZ_FMJG01000020.1	146952	147320	1
K03412	NZ_UUON01000022.1_34	NZ_UUON01000022.1	43678	44844	-1
K03406	JAEWTL010000116.1_4	JAEWTL010000116.1	2677	3504	1
K04061	NZ_JABFTT010000017.1_23	NZ_JABFTT010000017.1	24157	24438	1
K03413	NZ_CABPSL010000018.1_24	NZ_CABPSL010000018.1	21894	22277	1
K03412	NZ_VDND01000010.1_136	NZ_VDND01000010.1	143991	145115	-1
K03406	NZ_JAFBCW010000042.1_12	NZ_JAFBCW010000042.1	11199	12188	1
K04061	NZ_JACOGA010000001.1_349	NZ_JACOGA010000001.1	394857	395174	-1
K03413	NZ_MAUE01000045.1_772	NZ_MAUE01000045.1	824113	824487	1
K03412	MDJN01000049.1_6	MDJN01000049.1	4398	4994	-1
K03406	JAJYIT010000001.1_186	JAJYIT010000001.1	212237	213898	-1
K04061	NZ_JANIPJ010000009.1_127	NZ_JANIPJ010000009.1	124168	124479	1
K03413	NZ_FUXX01000022.1_27	NZ_FUXX01000022.1	31194	31577	-1
K03412	NZ_KB910518.1_1836	NZ_KB910518.1	2135596	2136996	1
K03406	NZ_JAKRGH010000012.1_45	NZ_JAKRGH010000012.1	62376	64262	1
K04061	RGFZ01000051.1_7	RGFZ01000051.1	4132	4398	-1
K03413	CAAEHZ010000417.1_2	CAAEHZ010000417.1	596	958	1
K03412	NZ_SMFX01000001.1_2079	NZ_SMFX01000001.1	2100151	2101212	-1
K03406	NZ_BOVK01000018.1_42	NZ_BOVK01000018.1	41581	43140	1
K04061	WRKL01000062.1_1	WRKL01000062.1	1	279	1
K03413	FR895451.1_36	FR895451.1	40659	41021	1
K03412	NZ_FNIF01000001.1_699	NZ_FNIF01000001.1	736905	738014	1
K03406	JALNVO010000078.1_5	JALNVO010000078.1	2492	4270	-1
K04061	NZ_JAAQTO010000005.1_16	NZ_JAAQTO010000005.1	18358	18639	-1
K03413	NZ_AKJE01000058.1_53	NZ_AKJE01000058.1	57702	58073	1
K03412	WFYS01000077.1_18	WFYS01000077.1	14128	15210	-1
